Id,SalePrice
1461,114973.74
1462,158674.88
1463,189723.61
1464,190934.12
1465,176497.06
1466,174669.19
1467,166949.5
1468,168484.03
1469,188676.36
1470,125152.96
1471,199128.33
1472,92859.73
1473,93570.29
1474,157018.11
1475,140946.12
1476,379099.72
1477,263035.03
1478,279817.34
1479,268830.66
1480,477010.75
1481,319685.94
1482,199240.02
1483,163622.83
1484,169902.17
1485,184110.48
1486,192662.1
1487,347536.2
1488,233728.42
1489,209370.08
1490,209037.69
1491,195725.22
1492,88015.51
1493,181451.88
1494,310408.9
1495,310121.6
1496,225920.92
1497,188634.62
1498,162993.0
1499,160229.6
1500,155113.61
1501,176541.17
1502,149473.73
1503,298573.38
1504,242667.66
1505,228142.14
1506,174606.23
1507,252309.44
1508,195068.53
1509,164121.83
1510,147833.78
1511,143967.78
1512,170606.05
1513,143287.42
1514,166107.45
1515,192655.84
1516,149496.97
1517,157090.6
1518,131440.84
1519,208858.36
1520,133017.25
1521,134624.77
1522,166916.06
1523,117061.76
1524,124282.79
1525,118688.05
1526,117747.22
1527,98514.92
1528,125826.86
1529,148901.36
1530,178353.25
1531,103400.66
1532,94232.52
1533,151690.7
1534,121279.82
1535,157725.89
1536,107896.375
1537,69845.86
1538,180045.98
1539,199939.53
1540,88503.28
1541,144144.05
1542,142000.94
1543,217590.72
1544,81029.57
1545,102953.44
1546,123567.65
1547,130966.234
1548,131728.33
1549,104400.65
1550,139279.2
1551,104851.65
1552,128392.32
1553,158281.17
1554,107285.05
1555,163104.02
1556,77049.28
1557,105131.71
1558,95487.45
1559,57508.715
1560,140991.03
1561,120812.17
1562,128959.51
1563,119853.48
1564,158426.9
1565,149921.3
1566,237463.02
1567,74348.96
1568,247422.0
1569,153227.83
1570,129583.445
1571,133126.02
1572,150595.8
1573,250270.98
1574,114338.664
1575,224172.62
1576,232505.23
1577,195182.97
1578,151936.83
1579,138490.6
1580,195489.61
1581,156152.58
1582,128543.625
1583,329352.03
1584,225987.73
1585,141693.31
1586,72728.88
1587,97824.36
1588,149248.81
1589,97167.18
1590,135980.27
1591,102280.33
1592,107759.305
1593,122617.61
1594,112692.63
1595,116882.71
1596,254481.2
1597,192072.83
1598,211653.72
1599,180173.1
1600,170170.39
1601,71345.695
1602,109807.37
1603,80035.91
1604,253237.3
1605,234825.2
1606,167916.5
1607,152870.53
1608,213812.73
1609,193868.97
1610,149789.25
1611,138176.61
1612,160541.47
1613,148814.19
1614,122080.055
1615,88566.945
1616,73840.96
1617,91381.266
1618,123436.8
1619,136714.83
1620,152247.67
1621,128457.35
1622,133852.3
1623,266793.53
1624,206314.86
1625,118591.87
1626,169331.17
1627,189263.16
1628,284108.94
1629,176493.36
1630,374199.9
1631,217917.17
1632,248704.22
1633,164254.61
1634,184668.98
1635,181057.94
1636,152356.03
1637,191824.42
1638,200563.83
1639,188715.42
1640,268662.0
1641,188960.34
1642,224440.66
1643,218688.52
1644,224304.14
1645,188405.03
1646,155960.6
1647,169783.61
1648,134513.88
1649,137278.06
1650,119757.05
1651,126440.34
1652,95052.88
1653,95878.1
1654,152155.06
1655,161050.28
1656,147281.02
1657,153021.78
1658,147317.4
1659,140749.48
1660,151133.47
1661,446034.12
1662,443322.97
1663,406241.38
1664,397890.34
1665,307578.5
1666,324033.8
1667,384394.56
1668,351630.16
1669,288325.53
1670,355857.88
1671,259575.17
1672,446183.03
1673,307291.2
1674,242609.56
1675,180450.64
1676,174097.27
1677,212146.19
1678,446816.62
1679,379982.9
1680,340290.34
1681,239021.64
1682,319694.47
1683,174836.19
1684,172969.42
1685,177699.25
1686,176571.14
1687,169275.62
1688,190996.77
1689,195469.28
1690,193375.03
1691,174237.95
1692,280476.2
1693,162315.75
1694,184743.48
1695,166880.4
1696,278195.03
1697,170012.56
1698,363697.3
1699,328172.84
1700,243098.02
1701,277373.28
1702,249601.44
1703,251472.5
1704,297776.88
1705,219871.31
1706,385492.6
1707,215869.61
1708,205343.2
1709,282310.4
1710,214450.7
1711,254090.77
1712,271150.03
1713,279082.84
1714,226611.0
1715,210241.27
1716,192295.52
1717,174719.67
1718,137043.66
1719,195595.53
1720,251968.95
1721,178546.4
1722,128536.27
1723,145597.62
1724,214295.73
1725,250127.6
1726,178733.47
1727,152268.44
1728,160947.4
1729,168635.3
1730,163546.38
1731,123238.71
1732,126838.9
1733,116411.15
1734,124241.195
1735,131116.33
1736,120098.8
1737,295786.3
1738,209866.66
1739,276383.88
1740,217532.2
1741,185943.5
1742,182058.39
1743,173667.11
1744,314386.16
1745,218602.19
1746,190812.16
1747,215496.28
1748,209939.92
1749,148264.69
1750,126164.39
1751,250244.27
1752,121458.414
1753,149076.4
1754,195440.95
1755,156403.56
1756,132409.61
1757,121644.01
1758,144265.89
1759,162239.9
1760,167354.39
1761,139504.8
1762,162050.17
1763,177485.84
1764,116269.8
1765,145710.27
1766,172506.67
1767,211211.52
1768,146242.62
1769,180650.2
1770,143083.55
1771,125733.66
1772,143049.86
1773,132571.47
1774,128640.14
1775,143930.98
1776,114253.2
1777,110254.08
1778,132144.06
1779,118730.95
1780,168907.8
1781,133563.47
1782,99984.19
1783,139408.11
1784,99433.234
1785,119890.98
1786,142118.67
1787,164274.52
1788,61461.188
1789,97034.48
1790,77349.89
1791,159115.23
1792,152140.12
1793,126110.49
1794,149435.97
1795,136297.97
1796,124206.72
1797,105588.09
1798,125705.36
1799,111146.8
1800,120425.21
1801,125162.266
1802,141055.31
1803,147263.47
1804,148168.3
1805,139178.56
1806,115352.43
1807,135053.88
1808,126354.4
1809,120815.63
1810,151417.69
1811,96560.17
1812,103286.13
1813,114433.46
1814,92783.07
1815,57771.035
1816,90189.84
1817,114453.43
1818,156752.39
1819,109694.44
1820,49807.402
1821,115450.38
1822,156512.48
1823,38775.285
1824,135630.45
1825,124592.29
1826,95177.7
1827,102146.68
1828,137614.8
1829,105068.46
1830,150445.8
1831,164831.61
1832,80702.42
1833,135168.05
1834,120443.35
1835,134948.56
1836,131920.44
1837,83147.34
1838,116577.47
1839,88081.0
1840,155098.38
1841,142810.77
1842,77665.89
1843,132261.19
1844,136773.89
1845,135169.33
1846,151272.62
1847,161676.45
1848,55186.11
1849,119864.11
1850,124250.44
1851,163537.17
1852,129839.516
1853,126716.78
1854,173916.55
1855,138190.17
1856,212025.44
1857,140803.58
1858,133941.03
1859,130323.45
1860,151467.36
1861,130304.69
1862,334526.78
1863,308940.8
1864,308940.8
1865,359701.88
1866,359650.75
1867,236858.0
1868,290211.34
1869,199600.98
1870,233830.53
1871,255843.19
1872,177043.94
1873,255651.73
1874,142587.31
1875,198997.33
1876,188377.19
1877,212679.38
1878,204541.47
1879,131224.53
1880,140378.16
1881,240231.47
1882,264070.56
1883,190132.97
1884,202201.47
1885,253475.78
1886,294190.62
1887,213369.28
1888,272590.84
1889,167901.92
1890,123304.78
1891,133640.42
1892,112887.43
1893,128395.5
1894,128231.28
1895,138834.4
1896,120293.664
1897,108575.79
1898,109625.62
1899,153444.98
1900,142308.55
1901,179430.1
1902,140790.42
1903,208888.83
1904,151260.8
1905,192515.53
1906,152860.31
1907,189604.95
1908,118334.85
1909,143154.8
1910,126801.766
1911,212621.38
1912,337198.44
1913,156433.55
1914,49222.562
1915,307763.38
1916,62668.457
1917,267021.1
1918,142101.31
1919,168222.33
1920,136845.66
1921,426540.8
1922,362918.1
1923,220606.44
1924,227700.02
1925,199852.4
1926,402217.9
1927,129524.266
1928,157472.48
1929,119405.45
1930,127486.125
1931,144156.83
1932,132260.81
1933,161898.17
1934,184511.6
1935,174406.7
1936,188924.12
1937,184069.22
1938,169975.92
1939,243491.08
1940,172058.95
1941,175555.97
1942,184792.3
1943,197794.17
1944,361065.28
1945,396326.66
1946,132710.73
1947,317342.75
1948,161062.42
1949,243117.27
1950,188812.81
1951,266975.0
1952,210450.1
1953,159375.23
1954,185061.25
1955,128560.79
1956,271766.7
1957,152981.52
1958,338977.56
1959,141501.3
1960,121187.21
1961,117523.85
1962,93484.305
1963,98383.76
1964,103393.45
1965,148815.61
1966,159364.6
1967,293818.56
1968,432147.8
1969,414812.0
1970,432251.7
1971,433107.1
1972,381318.1
1973,261363.17
1974,316117.28
1975,455805.78
1976,276627.25
1977,368819.6
1978,342466.1
1979,344452.0
1980,194401.08
1981,346767.44
1982,203942.52
1983,193386.1
1984,166510.48
1985,217969.75
1986,214355.62
1987,181904.1
1988,179335.84
1989,191079.11
1990,218174.61
1991,220321.12
1992,201982.72
1993,165173.4
1994,225917.27
1995,188558.72
1996,243474.58
1997,305073.75
1998,337005.53
1999,260317.64
2000,320806.5
2001,268776.03
2002,237151.83
2003,265078.56
2004,273046.7
2005,209668.0
2006,216158.44
2007,260769.12
2008,216911.77
2009,197098.78
2010,199088.25
2011,141973.31
2012,176286.11
2013,179601.81
2014,182358.66
2015,215165.03
2016,190239.98
2017,192803.98
2018,122093.914
2019,129900.82
2020,104586.9
2021,106897.35
2022,182746.55
2023,137175.06
2024,224633.6
2025,343722.22
2026,178645.36
2027,151461.0
2028,164824.7
2029,173464.84
2030,278565.66
2031,227368.45
2032,261253.02
2033,272933.44
2034,171423.8
2035,214516.77
2036,206289.08
2037,212069.33
2038,307178.97
2039,233414.56
2040,304083.53
2041,317170.6
2042,199603.45
2043,172415.23
2044,164842.78
2045,215569.05
2046,142386.88
2047,148575.67
2048,141299.83
2049,129982.12
2050,179724.33
2051,100371.305
2052,125762.08
2053,147818.4
2054,78699.375
2055,155692.34
2056,127898.71
2057,113212.164
2058,217251.9
2059,132745.8
2060,166239.62
2061,176811.6
2062,131691.16
2063,109199.266
2064,143404.45
2065,124352.15
2066,157998.69
2067,110247.555
2068,128965.29
2069,87601.66
2070,112613.125
2071,94257.78
2072,126563.4
2073,140552.84
2074,189401.83
2075,149997.95
2076,120029.29
2077,153912.67
2078,126985.95
2079,124475.9
2080,120258.91
2081,128095.484
2082,107128.414
2083,149400.2
2084,117082.19
2085,121238.65
2086,110719.07
2087,121130.82
2088,95955.03
2089,75369.64
2090,119350.695
2091,134539.55
2092,140954.73
2093,108503.44
2094,131230.53
2095,148295.52
2096,81345.01
2097,103537.516
2098,150328.77
2099,61890.39
2100,87801.22
2101,129498.33
2102,122288.516
2103,101162.78
2104,134488.61
2105,126872.05
2106,64209.832
2107,209981.38
2108,118050.125
2109,120377.33
2110,128441.305
2111,154899.27
2112,135584.67
2113,113591.984
2114,113177.516
2115,163718.03
2116,117183.734
2117,160270.55
2118,113138.234
2119,105503.74
2120,107241.16
2121,86766.3
2122,108796.57
2123,80591.29
2124,168625.16
2125,124415.96
2126,150125.33
2127,155656.88
2128,127883.95
2129,96416.9
2130,143665.36
2131,147610.48
2132,114071.27
2133,125582.54
2134,116837.02
2135,98457.44
2136,66374.33
2137,112405.72
2138,130121.65
2139,156521.89
2140,135425.45
2141,147224.0
2142,131787.77
2143,149176.81
2144,110617.12
2145,137145.38
2146,163125.48
2147,141378.55
2148,115670.35
2149,139490.16
2150,229564.48
2151,113844.02
2152,181217.03
2153,165676.98
2154,106453.484
2155,137918.7
2156,250840.4
2157,229784.61
2158,249367.33
2159,205496.98
2160,179837.31
2161,243536.12
2162,357848.06
2163,342637.6
2164,261082.16
2165,194182.42
2166,151464.05
2167,229831.52
2168,195832.02
2169,192452.38
2170,215940.44
2171,151789.83
2172,137417.81
2173,159152.12
2174,233968.39
2175,330934.47
2176,318084.78
2177,240467.56
2178,217410.05
2179,141693.98
2180,210070.9
2181,187711.33
2182,214079.61
2183,190454.55
2184,120817.24
2185,121922.17
2186,149397.78
2187,162260.64
2188,165374.2
2189,221335.8
2190,84794.33
2191,86320.36
2192,96966.02
2193,102596.86
2194,97155.875
2195,115331.42
2196,102631.695
2197,111594.586
2198,162312.64
2199,165354.17
2200,132912.0
2201,137916.06
2202,223125.38
2203,147804.45
2204,176810.25
2205,111388.84
2206,139509.33
2207,209768.2
2208,255351.05
2209,217683.08
2210,124042.53
2211,112097.195
2212,114519.38
2213,110524.32
2214,125451.23
2215,100045.516
2216,147361.67
2217,84721.26
2218,53573.64
2219,59870.742
2220,48118.77
2221,301266.28
2222,259478.89
2223,273888.53
2224,209157.73
2225,113480.57
2226,189893.05
2227,207274.7
2228,266842.12
2229,256484.97
2230,150955.0
2231,227290.19
2232,178352.56
2233,177437.45
2234,246860.34
2235,209339.73
2236,270254.47
2237,344515.4
2238,209425.4
2239,114416.22
2240,156317.38
2241,141296.72
2242,130222.33
2243,123953.96
2244,106560.34
2245,97397.55
2246,142059.17
2247,107824.27
2248,127901.4
2249,126627.51
2250,134157.1
2251,97685.92
2252,176460.03
2253,154872.97
2254,176147.12
2255,182602.3
2256,178941.88
2257,213032.38
2258,168605.55
2259,180752.9
2260,154816.86
2261,182072.11
2262,195511.05
2263,378298.7
2264,448031.0
2265,164884.75
2266,309114.4
2267,372068.75
2268,416420.06
2269,144733.19
2270,195590.12
2271,241428.98
2272,195245.9
2273,163501.47
2274,180883.97
2275,154358.06
2276,195704.31
2277,183417.89
2278,150551.14
2279,129704.12
2280,135204.92
2281,156954.78
2282,176070.72
2283,99195.125
2284,114142.99
2285,161191.03
2286,125627.1
2287,345146.16
2288,272460.62
2289,388563.88
2290,468524.3
2291,311589.34
2292,404460.84
2293,485890.4
2294,401054.66
2295,376711.72
2296,287180.62
2297,336400.25
2298,304238.16
2299,365576.53
2300,357834.1
2301,286261.06
2302,241726.64
2303,237830.17
2304,237487.02
2305,172031.72
2306,169475.44
2307,182980.92
2308,221928.67
2309,280393.53
2310,201487.31
2311,198947.61
2312,194559.1
2313,175706.22
2314,172018.1
2315,182629.98
2316,191739.56
2317,175953.55
2318,185002.31
2319,182338.48
2320,186934.75
2321,249995.95
2322,177007.98
2323,192957.95
2324,174160.38
2325,207887.8
2326,169860.38
2327,217327.55
2328,227091.28
2329,188608.72
2330,182437.28
2331,365285.53
2332,405122.12
2333,321935.56
2334,252363.34
2335,267693.72
2336,324801.4
2337,201747.86
2338,286575.44
2339,217081.25
2340,410946.16
2341,223427.1
2342,229071.98
2343,223366.6
2344,229379.78
2345,228498.8
2346,204167.47
2347,197439.48
2348,239252.22
2349,185386.28
2350,295603.56
2351,259867.19
2352,260069.25
2353,234103.2
2354,136589.84
2355,159932.81
2356,150599.53
2357,185163.11
2358,190319.47
2359,131577.3
2360,118311.375
2361,141693.72
2362,271427.66
2363,143118.36
2364,157427.6
2365,209347.72
2366,184723.94
2367,215204.84
2368,220090.33
2369,216278.64
2370,178759.55
2371,174127.98
2372,195888.98
2373,280977.62
2374,302230.62
2375,270709.25
2376,278260.3
2377,366326.53
2378,145881.3
2379,192103.42
2380,144315.7
2381,155512.05
2382,204032.0
2383,202705.02
2384,249347.58
2385,157185.77
2386,134935.44
2387,139095.62
2388,96068.76
2389,126441.67
2390,147676.66
2391,146386.77
2392,115872.625
2393,173860.83
2394,145376.03
2395,198543.14
2396,144244.98
2397,216479.44
2398,125041.766
2399,59855.9
2400,56454.277
2401,107756.22
2402,140127.62
2403,134841.66
2404,144641.16
2405,155817.12
2406,141949.34
2407,130232.51
2408,147574.45
2409,126236.6
2410,167815.48
2411,121170.57
2412,161467.67
2413,132308.88
2414,137981.72
2415,135879.28
2416,127025.44
2417,134364.12
2418,130816.31
2419,122395.51
2420,127147.98
2421,144616.05
2422,108890.61
2423,136229.88
2424,154211.36
2425,155453.48
2426,126581.266
2427,151841.38
2428,174305.94
2429,117262.1
2430,132388.27
2431,110907.39
2432,142528.72
2433,142164.34
2434,141478.62
2435,151929.88
2436,104865.055
2437,105143.14
2438,125833.58
2439,104091.66
2440,123101.05
2441,88232.17
2442,95565.9
2443,125392.26
2444,130938.76
2445,82537.81
2446,142341.53
2447,196542.42
2448,136389.52
2449,110147.51
2450,158936.28
2451,122057.94
2452,217380.39
2453,94558.586
2454,118829.62
2455,109938.875
2456,135735.27
2457,120374.69
2458,113412.84
2459,111842.305
2460,134171.16
2461,116107.02
2462,138760.42
2463,123591.81
2464,180294.95
2465,143048.36
2466,114483.125
2467,138241.58
2468,67538.26
2469,78498.26
2470,188477.81
2471,214293.28
2472,166147.23
2473,118591.08
2474,85971.195
2475,217392.22
2476,106834.78
2477,126864.06
2478,157103.78
2479,104243.45
2480,151924.66
2481,114940.305
2482,126749.54
2483,109994.35
2484,124707.48
2485,124358.31
2486,158711.2
2487,185001.61
2488,158826.58
2489,153030.25
2490,146290.75
2491,93648.76
2492,189692.86
2493,141646.16
2494,151872.08
2495,90114.79
2496,241164.81
2497,154657.78
2498,109611.195
2499,94539.11
2500,123899.83
2501,132212.64
2502,145245.22
2503,89571.57
2504,175235.81
2505,224180.95
2506,274108.03
2507,268807.56
2508,274961.56
2509,215962.06
2510,223708.11
2511,177635.2
2512,203705.17
2513,205516.78
2514,233082.23
2515,149454.06
2516,161167.52
2517,141654.53
2518,148823.98
2519,225833.89
2520,214411.84
2521,190098.88
2522,217161.17
2523,131345.23
2524,137880.95
2525,150461.3
2526,135485.92
2527,108351.33
2528,133761.05
2529,134451.94
2530,117971.34
2531,255981.58
2532,231817.75
2533,196485.83
2534,229789.44
2535,328406.7
2536,241513.73
2537,225255.5
2538,186317.52
2539,184778.73
2540,163830.19
2541,179951.4
2542,170805.62
2543,124596.33
2544,132802.9
2545,132066.58
2546,129897.6
2547,142345.47
2548,156146.92
2549,160320.69
2550,433249.2
2551,134551.98
2552,129801.01
2553,74650.56
2554,102199.69
2555,106746.68
2556,106568.78
2557,113997.87
2558,137668.48
2559,138384.97
2560,139271.38
2561,138482.14
2562,135268.5
2563,148568.44
2564,197777.02
2565,126689.59
2566,167480.84
2567,120118.84
2568,187184.5
2569,201272.03
2570,123597.12
2571,182709.25
2572,163247.5
2573,202287.11
2574,276365.7
2575,136926.08
2576,123019.36
2577,167485.0
2578,84645.42
2579,64595.06
2580,110946.32
2581,90626.21
2582,88042.54
2583,274582.9
2584,159780.2
2585,180500.89
2586,220454.38
2587,200665.81
2588,166991.22
2589,155856.81
2590,217901.38
2591,194453.36
2592,204782.9
2593,232937.34
2594,185327.77
2595,193591.66
2596,307248.1
2597,179532.97
2598,280260.12
2599,296177.25
2600,118048.21
2601,147134.73
2602,79510.89
2603,90975.27
2604,88210.3
2605,79955.42
2606,148442.11
2607,188148.98
2608,201360.72
2609,163998.7
2610,110813.086
2611,121242.81
2612,148337.53
2613,128067.76
2614,127015.266
2615,157269.73
2616,139787.27
2617,172229.86
2618,197031.12
2619,185395.11
2620,188474.4
2621,177726.88
2622,180914.5
2623,251502.73
2624,296548.06
2625,301177.53
2626,161994.08
2627,163851.75
2628,493488.44
2629,502945.78
2630,366596.7
2631,468205.84
2632,441379.9
2633,313058.06
2634,420311.72
2635,158297.77
2636,177104.73
2637,195048.25
2638,259494.23
2639,198967.73
2640,155731.4
2641,104413.29
2642,190123.36
2643,102963.055
2644,128039.42
2645,99914.89
2646,93567.97
2647,97827.81
2648,135637.95
2649,148690.2
2650,160493.1
2651,144378.34
2652,418099.3
2653,244176.6
2654,232943.12
2655,369952.53
2656,322382.9
2657,344156.8
2658,291843.6
2659,300770.8
2660,342996.56
2661,349546.84
2662,361451.5
2663,284148.75
2664,263905.66
2665,327186.28
2666,288681.56
2667,172785.1
2668,182310.84
2669,164927.53
2670,291833.03
2671,185024.72
2672,191839.23
2673,205176.42
2674,202507.73
2675,173736.19
2676,191478.98
2677,192808.77
2678,243116.8
2679,281736.72
2680,283158.94
2681,413232.25
2682,320421.53
2683,487666.1
2684,315256.84
2685,352894.66
2686,260207.44
2687,328735.4
2688,212846.36
2689,198439.97
2690,444087.62
2691,182878.17
2692,133244.89
2693,193891.53
2694,134057.45
2695,191878.94
2696,181275.11
2697,187757.52
2698,198753.42
2699,176629.4
2700,157592.53
2701,137857.42
2702,110243.25
2703,127431.19
2704,142645.66
2705,117847.766
