Id,SalePrice
1461,114667.24
1462,161504.94
1463,190103.05
1464,194241.7
1465,178083.86
1466,171598.48
1467,167312.27
1468,167887.84
1469,186050.81
1470,124841.11
1471,197527.81
1472,94514.414
1473,93607.51
1474,157754.33
1475,142009.88
1476,374147.47
1477,259538.03
1478,277133.97
1479,256032.6
1480,482401.7
1481,319166.84
1482,199994.84
1483,166384.44
1484,172673.9
1485,179444.81
1486,192921.7
1487,358338.8
1488,235333.22
1489,208450.22
1490,210757.98
1491,195239.56
1492,85681.28
1493,182731.73
1494,307954.5
1495,304248.3
1496,223244.78
1497,185381.14
1498,166825.52
1499,157260.44
1500,157083.86
1501,176195.02
1502,142761.06
1503,295499.84
1504,242205.23
1505,229880.39
1506,178407.17
1507,246866.7
1508,204490.75
1509,167158.52
1510,148826.25
1511,145054.19
1512,169923.25
1513,143945.12
1514,163434.6
1515,197670.1
1516,149357.45
1517,156168.06
1518,131195.5
1519,208207.84
1520,135048.6
1521,137091.62
1522,165255.02
1523,117680.53
1524,123612.8
1525,123810.3
1526,116977.73
1527,99843.55
1528,128637.32
1529,146830.55
1530,179402.38
1531,107967.81
1532,94557.055
1533,154962.36
1534,121264.32
1535,160751.98
1536,108060.42
1537,71773.19
1538,181646.67
1539,203574.08
1540,89876.1
1541,143290.98
1542,144323.55
1543,218542.98
1544,80754.78
1545,102645.2
1546,124078.26
1547,129643.65
1548,131084.19
1549,101653.69
1550,141255.77
1551,107493.766
1552,132824.83
1553,156309.92
1554,106125.57
1555,167665.11
1556,73907.12
1557,104026.45
1558,96301.56
1559,62931.863
1560,140365.56
1561,125506.51
1562,132682.27
1563,118727.33
1564,159140.44
1565,155684.48
1566,241460.98
1567,75955.35
1568,247224.81
1569,150911.95
1570,125515.49
1571,136267.83
1572,152351.81
1573,254602.1
1574,111746.24
1575,224022.17
1576,238646.05
1577,195645.53
1578,148055.58
1579,136346.98
1580,195740.14
1581,155408.27
1582,127261.766
1583,335351.84
1584,227178.16
1585,142172.62
1586,72450.73
1587,98875.6
1588,150302.1
1589,101369.36
1590,134789.45
1591,102933.11
1592,106566.65
1593,121138.22
1594,118011.18
1595,116374.96
1596,257799.39
1597,200580.28
1598,209539.67
1599,179433.02
1600,168536.42
1601,70248.34
1602,108661.87
1603,80786.055
1604,256125.4
1605,237594.17
1606,170929.8
1607,156244.78
1608,209338.73
1609,193277.5
1610,154753.97
1611,141107.92
1612,159658.81
1613,148157.69
1614,121922.75
1615,85483.84
1616,72693.586
1617,91039.33
1618,125518.72
1619,143207.38
1620,147350.28
1621,134852.47
1622,139394.55
1623,260924.11
1624,210182.33
1625,119660.125
1626,170258.86
1627,191745.78
1628,285182.8
1629,174913.9
1630,361748.4
1631,214822.62
1632,245860.64
1633,162864.19
1634,185283.94
1635,181838.02
1636,155891.6
1637,184111.89
1638,197594.89
1639,185242.06
1640,271108.94
1641,189004.14
1642,224126.23
1643,216824.48
1644,228037.08
1645,187357.92
1646,156978.73
1647,171856.1
1648,133283.16
1649,137168.0
1650,119378.47
1651,126819.91
1652,95017.54
1653,96367.71
1654,150585.47
1655,159963.02
1656,146208.33
1657,152563.22
1658,146977.8
1659,145714.86
1660,150735.33
1661,470043.72
1662,436248.88
1663,383807.03
1664,402970.44
1665,293542.12
1666,332323.2
1667,400464.16
1668,343251.8
1669,288972.44
1670,343186.0
1671,256711.33
1672,470257.16
1673,302952.62
1674,241861.78
1675,180377.69
1676,174413.84
1677,207722.52
1678,440830.5
1679,388438.66
1680,331647.53
1681,229527.05
1682,320015.97
1683,172576.94
1684,173323.12
1685,179803.7
1686,174526.33
1687,166817.23
1688,194141.69
1689,198169.16
1690,195196.94
1691,174296.95
1692,286243.03
1693,160326.66
1694,186091.1
1695,167251.64
1696,288900.5
1697,168656.05
1698,375607.9
1699,323467.56
1700,240963.64
1701,273682.78
1702,241639.98
1703,247997.23
1704,290281.38
1705,217238.23
1706,406592.16
1707,209293.62
1708,200477.97
1709,276423.94
1710,217830.94
1711,264188.94
1712,265605.94
1713,281139.78
1714,224338.38
1715,206911.11
1716,190041.42
1717,177988.44
1718,140595.73
1719,192542.52
1720,249944.69
1721,180416.39
1722,128873.2
1723,149857.83
1724,215608.11
1725,248500.8
1726,178370.42
1727,152508.52
1728,157036.67
1729,168299.67
1730,156875.02
1731,121387.664
1732,125846.18
1733,115257.31
1734,125692.055
1735,130740.36
1736,120946.59
1737,318217.38
1738,215154.58
1739,259596.7
1740,215581.58
1741,187622.55
